time,date,element,action,n_elem,url,label
2023-05-17,14:42:19,add-to-cart-sauce-labs-fleece-jacket,Navigation,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:20,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:20,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:21,add-to-cart-sauce-labs-bike-light,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:22,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:22,add-to-cart-sauce-labs-onesie,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:22,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:23,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,111,https://www.saucedemo.com/inventory.html,fault
2023-05-17,14:42:23,password,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:24,add-to-cart-sauce-labs-onesie,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:42:24,add-to-cart-sauce-labs-bike-light,Mouse_Click,139,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:25,react-burger-menu-btn,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:26,username,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:26,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,57,https://www.saucedemo.com/,fault
2023-05-17,14:42:26,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:27,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:27,username,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:27,username,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:27,add-to-cart-sauce-labs-onesie,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:28,username,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:42:29,add-to-cart-sauce-labs-onesie,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:30,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:31,add-to-cart-sauce-labs-onesie,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=1,valid
2023-05-17,14:42:32,add-to-cart-sauce-labs-onesie,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=1,valid
2023-05-17,14:42:33,reset_sidebar_link,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:33,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:34,react-burger-menu-btn,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:35,add-to-cart-sauce-labs-bike-light,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=2,valid
2023-05-17,14:42:36,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,137,https://www.saucedemo.com/,fault
2023-05-17,14:42:38,reset_sidebar_link,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:38,password,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=6,valid
2023-05-17,14:42:39,react-burger-menu-btn,Mouse_Click,98,https://www.saucedemo.com/inventory-item.html,fault
2023-05-17,14:42:41,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,106,https://www.saucedemo.com/inventory.html,fault
2023-05-17,14:42:42,react-burger-menu-btn,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=4,valid
2023-05-17,14:42:43,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=4,valid
2023-05-17,14:42:43,username,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=4,valid
2023-05-17,14:42:45,shopping_cart_link,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:48,reset_sidebar_link,Mouse_Click,19,https://www.saucedemo.com/cart.html,valid
2023-05-17,14:42:49,add-to-cart-sauce-labs-bike-light,Mouse_Click,19,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:51,shopping_cart_link,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:52,shopping_cart_link,Mouse_Click,19,https://www.saucedemo.com/cart.html,valid
2023-05-17,14:42:53,shopping_cart_link,Mouse_Click,19,https://www.saucedemo.com/cart.html,valid
2023-05-17,14:42:55,reset_sidebar_link,Mouse_Click,18,https://www.saucedemo.com/cart.html,fault
2023-05-17,14:42:55,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,6,https://www.saucedemo.com/inventory.html,fault
2023-05-17,14:42:56,add-to-cart-sauce-labs-bike-light,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:57,password,Mouse_Click,35,https://www.saucedemo.com/inventory-item.html,fault
2023-05-17,14:42:57,react-burger-menu-btn,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:42:58,product_sort_container,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=1,valid
2023-05-17,14:42:59,shopping_cart_link,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=1,valid
2023-05-17,14:43:00,add-to-cart-sauce-labs-onesie,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:01,username,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:43:01,add-to-cart-sauce-labs-onesie,Mouse_Click,68,https://www.saucedemo.com/inventory-item.html?id=5,valid
2023-05-17,14:43:03,product_sort_container,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:04,react-burger-menu-btn,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:04,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:06,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:06,add-to-cart-sauce-labs-bike-light,Mouse_Click,51,https://www.saucedemo.com/login.html,fault
2023-05-17,14:43:06,password,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:06,username,Mouse_Click,109,https://www.saucedemo.com/inventory.html,fault
2023-05-17,14:43:07,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:07,add-to-cart-sauce-labs-bike-light,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:07,product_sort_container,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:08,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:10,shopping_cart_link,Mouse_Click,77,https://www.saucedemo.com/inventory.html,fault
2023-05-17,14:43:10,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:43:10,password,Mouse_Click,100,https://www.saucedemo.com/login.html,fault
2023-05-17,14:43:11,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:43:12,password,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:43:12,shopping_cart_link,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-17,14:43:13,reset_sidebar_link,Mouse_Click,140,https://www.saucedemo.com/,fault
2023-05-17,14:43:15,shopping_cart_link,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:19,react-burger-menu-btn,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:20,add-to-cart-sauce-labs-fleece-jacket,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:21,product_sort_container,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:22,password,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:24,add-to-cart-sauce-labs-onesie,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-17,14:43:26,add-to-cart-sauce-labs-onesie,Mouse_Click,117,https://www.saucedemo.com/inventory-item.html,fault
2023-05-17,14:43:27,add-to-cart-sauce-labs-bolt-t-shirt,Mouse_Click,13,https://www.saucedemo.com/inventory.html,fault
2023-05-17,14:43:28,product_sort_container,Mouse_Click,19,https://www.saucedemo.com/cart.html,valid
2023-05-17,14:43:30,product_sort_container,Mouse_Click,42,https://www.saucedemo.com/,valid
